128,8
128,7
128,9
128,8
128,10
512,7
512,7
512,8
512,8
512,8
1024,23
1024,20
1024,21
1024,19
1024,22
4096,20
4096,21
4096,22
4096,21
4096,22
8192,20
8192,21
8192,22
8192,21
8192,20
65536,21
65536,21
65536,22
65536,21
65536,21
262144,20
262144,21
262144,20
262144,23
262144,19
1048576,25
1048576,28
1048576,26
1048576,27
1048576,25
2097152,26
2097152,25
2097152,27
2097152,26
2097152,26
